,correct,QuestionLink,category,Direction,optA,optB,optC,optD,sectionType,usedFor,lang,source
139,c,https://image.ibb.co/dn3Vpx/tscan_A108_30.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
140,d,https://image.ibb.co/dwcO9x/tscan_A108_31.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
141,b,https://image.ibb.co/nLfzhH/tscan_A108_32.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
142,c,https://image.ibb.co/fHqbUx/tscan_A108_33.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
143,b,https://image.ibb.co/hM3KhH/tscan_A108_34.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
144,c,https://image.ibb.co/iOYKhH/tscan_A108_35.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
145,b,https://image.ibb.co/nmiwUx/tscan_A108_36.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
146,a,https://image.ibb.co/f4hZGc/tscan_A108_37.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
147,c,https://image.ibb.co/bMUEGc/tscan_A108_38.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
148,a,https://image.ibb.co/iZMTbc/tscan_A108_39.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
149,a,https://image.ibb.co/bWpQNH/tscan_A108_40.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
150,d,https://image.ibb.co/mCqX2H/tscan_A108_41.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
151,b,https://image.ibb.co/fuXehH/tscan_A108_42.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
152,a,https://image.ibb.co/j2DkNH/tscan_A108_43.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
153,a,https://image.ibb.co/gaQMwc/tscan_A108_44.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
154,b,https://image.ibb.co/ciAApx/tscan_A108_45.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
155,a,https://image.ibb.co/nHRi9x/tscan_A108_46.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
156,a,https://image.ibb.co/kFkbUx/tscan_A108_47.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
157,c,https://image.ibb.co/nfT8bc/tscan_A108_48.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
158,c,https://image.ibb.co/ia6uGc/tscan_A108_49.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
159,c,https://image.ibb.co/hT9EGc/tscan_A108_50.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
160,b,https://image.ibb.co/dVjgwc/tscan_A108_51.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
161,b,https://image.ibb.co/cM3KhH/tscan_A108_52.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
162,c,https://image.ibb.co/bL6uGc/tscan_A109_01.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
163,d,https://image.ibb.co/cmQbUx/tscan_A109_02.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
164,c,https://image.ibb.co/ivAbUx/tscan_A109_03.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
165,b,https://image.ibb.co/kjxO9x/tscan_A109_04.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
166,d,https://image.ibb.co/iqqApx/tscan_A109_05.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
167,a,https://image.ibb.co/gn939x/tscan_A109_06.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
168,b,https://image.ibb.co/jXgGUx/tscan_A109_07.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
169,a,https://image.ibb.co/etxC2H/tscan_A109_08.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
170,c,https://image.ibb.co/mifX2H/tscan_A109_09.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
171,c,https://image.ibb.co/cWAobc/tscan_A109_10.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
172,c,https://image.ibb.co/cdvMwc/tscan_A109_11.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
173,b,https://image.ibb.co/hv8kNH/tscan_A109_12.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
174,d,https://image.ibb.co/iD4gwc/tscan_A109_13.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
175,b,https://image.ibb.co/mo9EGc/tscan_A109_14.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
176,a,https://image.ibb.co/bRQX2H/tscan_A109_15.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
177,b,https://image.ibb.co/miWTbc/tscan_A109_16.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
178,c,https://image.ibb.co/eJVbUx/tscan_A109_17.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
179,c,https://image.ibb.co/gcCqpx/tscan_A109_18.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
180,c,https://image.ibb.co/cHft9x/tscan_A109_19.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
181,b,https://image.ibb.co/jsVt9x/tscan_A109_20.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
182,c,https://image.ibb.co/nKHJbc/tscan_A109_21.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
183,d,https://image.ibb.co/mgJfpx/tscan_A109_23.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
184,b,https://image.ibb.co/kUxvNH/tscan_A109_24.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
185,c,https://image.ibb.co/mVuLpx/tscan_A109_25.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
186,d,https://image.ibb.co/h96Bwc/tscan_A109_26.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
187,d,https://image.ibb.co/hnoD9x/tscan_A109_27.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
188,d,https://image.ibb.co/gffRUx/tscan_A109_28.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
189,b,https://image.ibb.co/cC7jGc/tscan_A109_29.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
190,a,https://image.ibb.co/dXMY9x/tscan_A109_30.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
191,c,https://image.ibb.co/j5vFNH/tscan_A109_31.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
192,c,https://image.ibb.co/jy3D9x/tscan_A109_32.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
193,a,https://image.ibb.co/ce1dbc/tscan_A109_33.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
194,d,https://image.ibb.co/gR3rwc/tscan_A109_34.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
195,d,https://image.ibb.co/eONjGc/tscan_A109_35.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
196,a,https://image.ibb.co/dsKmUx/tscan_A109_37.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
197,c,https://image.ibb.co/jo1N2H/tscan_A109_38.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
198,c,https://image.ibb.co/by7vNH/tscan_A109_39.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
199,c,https://image.ibb.co/jMHjGc/tscan_A109_40.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
200,d,https://image.ibb.co/meDfpx/tscan_A109_41.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
201,b,https://image.ibb.co/cnZWwc/tscan_A109_42.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
202,c,https://image.ibb.co/ezWBwc/tscan_A109_43.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
203,d,https://image.ibb.co/koH6Ux/tscan_A109_44.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
204,c,https://image.ibb.co/fxc6Ux/tscan_A109_45.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
205,c,https://image.ibb.co/hwJfpx/tscan_A109_46.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
206,d,https://image.ibb.co/iAHUhH/tscan_A109_47.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
207,b,https://image.ibb.co/doqFNH/tscan_A109_48.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
208,a,https://image.ibb.co/daiD9x/tscan_A110_01.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
209,a,https://image.ibb.co/bZmphH/tscan_A110_02.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
210,a,https://image.ibb.co/k4ofpx/tscan_A110_03.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
211,d,https://image.ibb.co/fwvRUx/tscan_A110_04.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
212,a,https://image.ibb.co/i2trwc/tscan_A110_05.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
213,c,https://image.ibb.co/mP2UhH/tscan_A110_06.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
214,d,https://image.ibb.co/c2c6Ux/tscan_A110_07.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
215,c,https://image.ibb.co/mJxjGc/tscan_A110_08.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
216,c,https://image.ibb.co/fWVh2H/tscan_A110_09.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
217,b,https://image.ibb.co/ed49hH/tscan_A110_10.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
218,b,https://image.ibb.co/cUPmUx/tscan_A110_11.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
219,b,https://image.ibb.co/bD0RUx/tscan_A110_12.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
220,c,https://image.ibb.co/dQx6Ux/tscan_A110_14.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
221,d,https://image.ibb.co/nvzybc/tscan_A110_15.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
222,b,https://image.ibb.co/ebqt9x/tscan_A110_16.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
223,d,https://image.ibb.co/eTJ22H/tscan_A110_17.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
224,d,https://image.ibb.co/hZFRUx/tscan_A110_18.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
225,a,https://image.ibb.co/e0k4Gc/tscan_A110_19.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
226,a,https://image.ibb.co/ggqt9x/tscan_A110_20.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
227,b,https://image.ibb.co/jQN6Ux/tscan_A110_21.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
228,a,https://image.ibb.co/iQB0px/tscan_A110_22.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
229,c,https://image.ibb.co/duAt9x/tscan_A110_23.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
230,b,https://image.ibb.co/k726Ux/tscan_A110_24.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
231,b,https://image.ibb.co/e5EmUx/tscan_A110_25.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
232,b,https://image.ibb.co/gebdbc/tscan_A110_26.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
233,c,https://image.ibb.co/ejcUhH/tscan_A110_27.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
234,a,https://image.ibb.co/dax6Ux/tscan_A110_28.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
235,a,https://image.ibb.co/kW6Y9x/tscan_A110_29.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
236,d,https://image.ibb.co/d9u9hH/tscan_A110_30.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
237,d,https://image.ibb.co/nv8D9x/tscan_A110_31.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
238,c,https://image.ibb.co/bXkRUx/tscan_A110_32.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
239,d,https://image.ibb.co/jWvRUx/tscan_A110_33.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
240,d,https://image.ibb.co/hDoPGc/tscan_A110_34.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
241,c,https://image.ibb.co/hVnvNH/tscan_A110_35.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
242,d,https://image.ibb.co/f5UWwc/tscan_A110_36.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
243,c,https://image.ibb.co/mrAFNH/tscan_A110_37.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
244,c,https://image.ibb.co/kj2UhH/tscan_A110_39.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
245,c,https://image.ibb.co/fFqh2H/tscan_A110_40.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
246,b,https://image.ibb.co/ktOfpx/tscan_A110_41.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
247,a,https://image.ibb.co/fdZmUx/tscan_A110_42.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
248,c,https://image.ibb.co/cr7UhH/tscan_A110_43.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
249,b,https://image.ibb.co/fRdrwc/tscan_A110_44.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
250,c,https://image.ibb.co/m0j9hH/tscan_A110_45.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
251,a,https://image.ibb.co/md8rwc/tscan_A110_46.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
252,c,https://image.ibb.co/iftPGc/tscan_A110_47.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
253,d,https://image.ibb.co/dfpEGc/tscan_A110_48.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
254,a,https://image.ibb.co/mJLMwc/tscan_A110_49.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
255,a,https://image.ibb.co/esaobc/tscan_A110_50.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
256,d,https://image.ibb.co/jRg5NH/tscan_A111_01.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
257,b,https://image.ibb.co/dG5Apx/tscan_A111_02.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
258,a,https://image.ibb.co/i2M5NH/tscan_A111_03.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
259,a,https://image.ibb.co/jqG5NH/tscan_A111_04.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
260,c,https://image.ibb.co/cuNO9x/tscan_A111_05.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
261,b,https://image.ibb.co/c3sehH/tscan_A111_06.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
262,c,https://image.ibb.co/f9p39x/tscan_A111_07.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
263,b,https://image.ibb.co/hMX1wc/tscan_A111_08.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
264,d,https://image.ibb.co/hO5bUx/tscan_A111_09.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
265,c,https://image.ibb.co/jhnqpx/tscan_A111_10.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
266,b,https://image.ibb.co/epQApx/tscan_A111_11.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
267,b,https://image.ibb.co/cY2qpx/tscan_A111_13.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
268,d,https://image.ibb.co/mKGuGc/tscan_A111_14.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
269,d,https://image.ibb.co/izQApx/tscan_A111_15.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
270,d,https://image.ibb.co/h6Bi9x/tscan_A111_16.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
271,d,https://image.ibb.co/gxVMwc/tscan_A111_17.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
272,b,https://image.ibb.co/jBBi9x/tscan_A111_18.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
273,b,https://image.ibb.co/fTB5NH/tscan_A111_19.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
274,b,https://image.ibb.co/mPugwc/tscan_A111_20.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
275,b,https://image.ibb.co/mXSZGc/tscan_A111_21.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
276,b,https://image.ibb.co/iT3kNH/tscan_A111_22.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
277,(d),https://image.ibb.co/b23Vpx/tscan_A111_23.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
278,(d),https://image.ibb.co/dx2ehH/tscan_A111_24.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
279,(c),https://image.ibb.co/kgabUx/tscan_A111_25.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
280,(d),https://image.ibb.co/bLoKhH/tscan_A111_27.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
281,(b),https://image.ibb.co/eALobc/tscan_A111_28.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
282,(c),https://image.ibb.co/m8m5NH/tscan_A111_29.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
283,(c),https://image.ibb.co/gdNC2H/tscan_A111_30.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
284,(c),https://image.ibb.co/eEGuGc/tscan_A111_31.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
285,(d),https://image.ibb.co/c4sqpx/tscan_A111_32.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
286,(d),https://image.ibb.co/e0NZGc/tscan_A111_33.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
287,(b),https://image.ibb.co/haT8bc/tscan_A111_34.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
288,(d),https://image.ibb.co/jqjgwc/tscan_A111_35.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
289,(b),https://image.ibb.co/nBCehH/tscan_A111_36.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
290,(a),https://image.ibb.co/hT1uGc/tscan_A111_37.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
291,(a),https://image.ibb.co/koSqpx/tscan_A111_38.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
292,(b),https://image.ibb.co/ev38bc/tscan_A111_39.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
293,(b),https://image.ibb.co/gFU39x/tscan_A111_40.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
294,(c),https://image.ibb.co/hfFApx/tscan_A112_01.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
295,(d),https://image.ibb.co/b0yVpx/tscan_A112_02.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
296,(c),https://image.ibb.co/dDTkNH/tscan_A112_03.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
297,(d),https://image.ibb.co/n7dVpx/tscan_A112_04.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
298,(b),https://image.ibb.co/bBYwUx/tscan_A112_05.png,7.1,"Find the odd one out/विषम चुने
",A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
